,Unnamed: 0,Date,Matchup,Bookmaker,Team,Moneyline Odds,Estimated Win Percentage,TEAM_NAME,GAME_DATE,Model Win Prob,WL,Difference,Would have profitted
1597,1654,2024-02-22,New Orleans Pelicans vs Houston Rockets,draftkings,Houston Rockets,225,0.3076923076923077,Houston Rockets,2024-02-22,0.5454108,0,0.23771849230769226,False
700,726,2023-12-15,Phoenix Suns vs New York Knicks,draftkings,New York Knicks,170,0.3703703703703703,New York Knicks,2023-12-15,0.6080762,1,0.23770582962962966,True
2048,2122,2024-03-25,Atlanta Hawks vs Boston Celtics,draftkings,Atlanta Hawks,490,0.1694915254237288,Atlanta Hawks,2024-03-25,0.40699145,1,0.23749992457627117,True
919,952,2023-12-31,New Orleans Pelicans vs Los Angeles Lakers,draftkings,Los Angeles Lakers,185,0.3508771929824561,Los Angeles Lakers,2023-12-31,0.5882814,0,0.23740420701754383,False
1393,1444,2024-02-02,Memphis Grizzlies vs Golden State Warriors,draftkings,Golden State Warriors,-285,0.7402597402597403,Golden State Warriors,2024-02-02,0.5029881,1,-0.23727164025974024,False
312,322,2023-11-15,Chicago Bulls vs Orlando Magic,draftkings,Chicago Bulls,-135,0.574468085106383,Chicago Bulls,2023-11-15,0.33766568,0,-0.236802405106383,True
754,782,2023-12-19,Milwaukee Bucks vs San Antonio Spurs,draftkings,Milwaukee Bucks,-1450,0.935483870967742,Milwaukee Bucks,2023-12-19,0.69886893,1,-0.23661494096774194,False
154,159,2023-11-04,New Orleans Pelicans vs Atlanta Hawks,draftkings,New Orleans Pelicans,-148,0.5967741935483871,New Orleans Pelicans,2023-11-04,0.36113966,0,-0.23563453354838715,True
197,203,2023-11-06,Houston Rockets vs Sacramento Kings,draftkings,Sacramento Kings,105,0.4878048780487805,Sacramento Kings,2023-11-06,0.25230864,0,-0.2354962380487805,True
336,346,2023-11-17,Chicago Bulls vs Orlando Magic,draftkings,Chicago Bulls,-125,0.5555555555555556,Chicago Bulls,2023-11-17,0.32041463,0,-0.2351409255555556,True
1332,1381,2024-01-29,Miami Heat vs Phoenix Suns,draftkings,Phoenix Suns,140,0.4166666666666667,Phoenix Suns,2024-01-29,0.65145576,1,0.23478909333333337,True
1068,1106,2024-01-10,Chicago Bulls vs Houston Rockets,draftkings,Chicago Bulls,-180,0.6428571428571429,Chicago Bulls,2024-01-10,0.4081364,1,-0.2347207428571429,False
1845,1912,2024-03-10,Sacramento Kings vs Houston Rockets,draftkings,Houston Rockets,205,0.3278688524590163,Houston Rockets,2024-03-10,0.56171924,1,0.23385038754098364,True
2131,2208,2024-03-31,Denver Nuggets vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,180,0.3571428571428571,Cleveland Cavaliers,2024-03-31,0.5908915,0,0.23374864285714292,False
800,830,2023-12-22,Houston Rockets vs Dallas Mavericks,draftkings,Dallas Mavericks,280,0.2631578947368421,Dallas Mavericks,2023-12-22,0.49646553,0,0.2333076352631579,False
2144,2222,2024-03-31,San Antonio Spurs vs Golden State Warriors,draftkings,Golden State Warriors,-355,0.7802197802197802,Golden State Warriors,2024-03-31,0.54702073,1,-0.23319905021978027,False
1115,1155,2024-01-13,Dallas Mavericks vs New Orleans Pelicans,draftkings,New Orleans Pelicans,110,0.4761904761904761,New Orleans Pelicans,2024-01-13,0.70923483,1,0.23304435380952387,True
998,1034,2024-01-05,Dallas Mavericks vs Portland Trail Blazers,draftkings,Dallas Mavericks,-550,0.8461538461538461,Dallas Mavericks,2024-01-05,0.6131766,1,-0.23297724615384618,False
2078,2153,2024-03-27,Charlotte Hornets vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-535,0.84251968503937,Cleveland Cavaliers,2024-03-27,0.60960436,0,-0.23291532503937007,True
1160,1202,2024-01-17,Atlanta Hawks vs Orlando Magic,draftkings,Atlanta Hawks,-162,0.6183206106870229,Atlanta Hawks,2024-01-17,0.38563123,1,-0.23268938068702294,False
212,219,2023-11-08,Oklahoma City Thunder vs Cleveland Cavaliers,draftkings,Oklahoma City Thunder,114,0.4672897196261682,Oklahoma City Thunder,2023-11-08,0.699964,1,0.2326742803738318,True
1529,1584,2024-02-12,Atlanta Hawks vs Chicago Bulls,draftkings,Atlanta Hawks,-170,0.6296296296296297,Atlanta Hawks,2024-02-12,0.39738488,0,-0.23224474962962965,True
1596,1653,2024-02-22,Dallas Mavericks vs Phoenix Suns,draftkings,Phoenix Suns,124,0.4464285714285714,Phoenix Suns,2024-02-22,0.67865413,0,0.23222555857142857,False
1925,1995,2024-03-16,Houston Rockets vs Cleveland Cavaliers,draftkings,Houston Rockets,185,0.3508771929824561,Houston Rockets,2024-03-16,0.5827735,1,0.23189630701754393,True
647,671,2023-12-12,Boston Celtics vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,400,0.2,Cleveland Cavaliers,2023-12-12,0.43158486,0,0.23158486,False
1258,1304,2024-01-24,Houston Rockets vs Portland Trail Blazers,draftkings,Houston Rockets,-425,0.8095238095238095,Houston Rockets,2024-01-24,0.5782269,0,-0.23129690952380955,True
1093,1132,2024-01-12,Chicago Bulls vs Golden State Warriors,draftkings,Chicago Bulls,-166,0.6240601503759399,Chicago Bulls,2024-01-12,0.39276552,0,-0.2312946303759399,True
160,165,2023-11-04,Houston Rockets vs Sacramento Kings,draftkings,Sacramento Kings,-155,0.6078431372549019,Sacramento Kings,2023-11-04,0.37704408,0,-0.2307990572549019,True
1461,1514,2024-02-07,Boston Celtics vs Atlanta Hawks,draftkings,Atlanta Hawks,550,0.1538461538461538,Atlanta Hawks,2024-02-07,0.38438386,0,0.23053770615384622,False
813,844,2023-12-23,Indiana Pacers vs Orlando Magic,draftkings,Indiana Pacers,-125,0.5555555555555556,Indiana Pacers,2023-12-23,0.3251442,0,-0.23041135555555559,True
80,83,2023-10-30,Charlotte Hornets vs Brooklyn Nets,draftkings,Charlotte Hornets,-105,0.5121951219512195,Charlotte Hornets,2023-10-30,0.2818622,0,-0.23033292195121952,True
403,415,2023-11-22,Orlando Magic vs Denver Nuggets,draftkings,Orlando Magic,145,0.4081632653061224,Orlando Magic,2023-11-22,0.6383053,1,0.23014203469387756,True
23,23,2023-10-25,Utah Jazz vs Sacramento Kings,draftkings,Utah Jazz,105,0.4878048780487805,Utah Jazz,2023-10-25,0.25830925,0,-0.2294956280487805,True
1802,1867,2024-03-07,Indiana Pacers vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,100,0.5,Minnesota Timberwolves,2024-03-07,0.72869277,1,0.22869277,True
151,156,2023-11-04,Philadelphia 76ers vs Phoenix Suns,draftkings,Philadelphia 76ers,-162,0.6183206106870229,Philadelphia 76ers,2023-11-04,0.84688884,1,0.22856822931297704,True
1385,1436,2024-02-02,Washington Wizards vs Miami Heat,draftkings,Miami Heat,-355,0.7802197802197802,Miami Heat,2024-02-02,0.55177826,1,-0.22844152021978026,False
35,36,2023-10-27,Atlanta Hawks vs New York Knicks,draftkings,Atlanta Hawks,-120,0.5454545454545454,Atlanta Hawks,2023-10-27,0.31733948,0,-0.2281150654545454,True
1630,1689,2024-02-24,Detroit Pistons vs Orlando Magic,draftkings,Orlando Magic,-285,0.7402597402597403,Orlando Magic,2024-02-24,0.5122968,1,-0.2279629402597403,False
1740,1802,2024-03-03,Dallas Mavericks vs Philadelphia 76ers,draftkings,Dallas Mavericks,-360,0.782608695652174,Dallas Mavericks,2024-03-03,0.554777,0,-0.22783169565217398,True
457,472,2023-11-26,Milwaukee Bucks vs Portland Trail Blazers,draftkings,Milwaukee Bucks,-800,0.8888888888888888,Milwaukee Bucks,2023-11-26,0.6610949,1,-0.2277939888888888,False
1120,1160,2024-01-14,Denver Nuggets vs Indiana Pacers,draftkings,Denver Nuggets,-650,0.8666666666666667,Denver Nuggets,2024-01-14,0.6389077,1,-0.22775896666666673,False
643,666,2023-12-11,Sacramento Kings vs Brooklyn Nets,draftkings,Brooklyn Nets,160,0.3846153846153846,Brooklyn Nets,2023-12-11,0.6118447,0,0.22722931538461544,False
177,182,2023-11-06,Orlando Magic vs Dallas Mavericks,draftkings,Dallas Mavericks,100,0.5,Dallas Mavericks,2023-11-06,0.72700787,1,0.22700787,True
1868,1935,2024-03-11,Denver Nuggets vs Toronto Raptors,draftkings,Toronto Raptors,700,0.125,Toronto Raptors,2024-03-11,0.35183638,0,0.22683638,False
141,146,2023-11-03,Chicago Bulls vs Brooklyn Nets,draftkings,Brooklyn Nets,154,0.3937007874015748,Brooklyn Nets,2023-11-03,0.620219,1,0.22651821259842514,True
17,17,2023-10-25,Toronto Raptors vs Minnesota Timberwolves,draftkings,Toronto Raptors,-105,0.5121951219512195,Toronto Raptors,2023-10-25,0.73864675,1,0.2264516280487805,True
2330,2414,2024-04-12,Miami Heat vs Toronto Raptors,draftkings,Miami Heat,-900,0.9,Miami Heat,2024-04-12,0.67376745,1,-0.22623254999999998,False
56,58,2023-10-28,New Orleans Pelicans vs New York Knicks,draftkings,New Orleans Pelicans,-162,0.6183206106870229,New Orleans Pelicans,2023-10-28,0.8443449,1,0.22602428931297702,True
1893,1961,2024-03-13,Memphis Grizzlies vs Charlotte Hornets,draftkings,Memphis Grizzlies,110,0.4761904761904761,Memphis Grizzlies,2024-03-13,0.25053918,0,-0.22565129619047614,True
432,445,2023-11-24,Toronto Raptors vs Chicago Bulls,draftkings,Toronto Raptors,-205,0.6721311475409836,Toronto Raptors,2023-11-24,0.44649708,1,-0.22563406754098358,False
1990,2061,2024-03-20,Oklahoma City Thunder vs Utah Jazz,draftkings,Utah Jazz,750,0.1176470588235294,Utah Jazz,2024-03-20,0.34313202,0,0.2254849611764706,False
1151,1192,2024-01-16,Philadelphia 76ers vs Denver Nuggets,draftkings,Denver Nuggets,150,0.4,Denver Nuggets,2024-01-16,0.6253996,0,0.22539960000000003,False
2195,2274,2024-04-03,Phoenix Suns vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,180,0.3571428571428571,Cleveland Cavaliers,2024-04-03,0.5824946,0,0.22535174285714288,False
2366,2452,2024-04-14,New Orleans Pelicans vs Los Angeles Lakers,draftkings,Los Angeles Lakers,130,0.4347826086956521,Los Angeles Lakers,2024-04-14,0.6601033,1,0.22532069130434784,True
22,22,2023-10-25,Utah Jazz vs Sacramento Kings,draftkings,Sacramento Kings,-125,0.5555555555555556,Sacramento Kings,2023-10-25,0.78079814,1,0.22524258444444445,True
1898,1966,2024-03-13,Portland Trail Blazers vs Atlanta Hawks,draftkings,Atlanta Hawks,-162,0.6183206106870229,Atlanta Hawks,2024-03-13,0.39323175,0,-0.22508886068702294,True
132,137,2023-11-02,New Orleans Pelicans vs Detroit Pistons,draftkings,New Orleans Pelicans,-298,0.7487437185929648,New Orleans Pelicans,2023-11-02,0.52418476,1,-0.22455895859296482,False
2071,2146,2024-03-26,New Orleans Pelicans vs Oklahoma City Thunder,draftkings,New Orleans Pelicans,105,0.4878048780487805,New Orleans Pelicans,2024-03-26,0.7120412,0,0.22423632195121956,False
1413,1464,2024-02-03,New York Knicks vs Los Angeles Lakers,draftkings,Los Angeles Lakers,160,0.3846153846153846,Los Angeles Lakers,2024-02-03,0.6087798,1,0.2241644153846154,True
579,598,2023-12-06,Toronto Raptors vs Miami Heat,draftkings,Miami Heat,136,0.423728813559322,Miami Heat,2023-12-06,0.64788693,1,0.22415811644067796,True
1931,2001,2024-03-16,Philadelphia 76ers vs Charlotte Hornets,draftkings,Philadelphia 76ers,-500,0.8333333333333334,Philadelphia 76ers,2024-03-16,0.6093218,1,-0.22401153333333335,False
790,820,2023-12-21,Minnesota Timberwolves vs Los Angeles Lakers,draftkings,Los Angeles Lakers,170,0.3703703703703703,Los Angeles Lakers,2023-12-21,0.5943732,0,0.22400282962962975,False
1228,1273,2024-01-22,Detroit Pistons vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-800,0.8888888888888888,Milwaukee Bucks,2024-01-22,0.66494185,1,-0.2239470388888889,False
941,974,2024-01-01,Phoenix Suns vs Portland Trail Blazers,draftkings,Phoenix Suns,-600,0.8571428571428571,Phoenix Suns,2024-01-01,0.633196,1,-0.22394685714285711,False
1437,1489,2024-02-05,Philadelphia 76ers vs Dallas Mavericks,draftkings,Philadelphia 76ers,100,0.5,Philadelphia 76ers,2024-02-05,0.7239033,0,0.22390330000000003,False
1223,1268,2024-01-21,Los Angeles Lakers vs Portland Trail Blazers,draftkings,Los Angeles Lakers,-535,0.84251968503937,Los Angeles Lakers,2024-01-21,0.61864793,1,-0.22387175503937007,False
873,905,2023-12-28,Chicago Bulls vs Indiana Pacers,draftkings,Indiana Pacers,-130,0.5652173913043478,Indiana Pacers,2023-12-28,0.34227413,1,-0.22294326130434777,False
2255,2337,2024-04-07,Milwaukee Bucks vs New York Knicks,draftkings,New York Knicks,136,0.423728813559322,New York Knicks,2024-04-07,0.64621484,1,0.22248602644067794,True
92,95,2023-10-30,Milwaukee Bucks vs Miami Heat,draftkings,Milwaukee Bucks,-205,0.6721311475409836,Milwaukee Bucks,2023-10-30,0.4498582,1,-0.2222729475409836,False
2058,2132,2024-03-25,San Antonio Spurs vs Phoenix Suns,draftkings,Phoenix Suns,-800,0.8888888888888888,Phoenix Suns,2024-03-25,0.66678524,0,-0.2221036488888889,True
1775,1839,2024-03-05,Miami Heat vs Detroit Pistons,draftkings,Miami Heat,-650,0.8666666666666667,Miami Heat,2024-03-05,0.6446589,1,-0.22200776666666666,False
881,913,2023-12-28,Golden State Warriors vs Miami Heat,draftkings,Miami Heat,124,0.4464285714285714,Miami Heat,2023-12-28,0.6682168,1,0.22178822857142866,True
2194,2273,2024-04-03,New Orleans Pelicans vs Orlando Magic,draftkings,Orlando Magic,154,0.3937007874015748,Orlando Magic,2024-04-03,0.61525315,1,0.2215523625984252,True
249,257,2023-11-11,Orlando Magic vs Milwaukee Bucks,draftkings,Orlando Magic,136,0.423728813559322,Orlando Magic,2023-11-11,0.64512724,1,0.22139842644067798,True
99,102,2023-10-31,Cleveland Cavaliers vs New York Knicks,draftkings,Cleveland Cavaliers,124,0.4464285714285714,Cleveland Cavaliers,2023-10-31,0.22511894,0,-0.2213096314285714,True
2251,2333,2024-04-07,Toronto Raptors vs Washington Wizards,draftkings,Washington Wizards,145,0.4081632653061224,Washington Wizards,2024-04-07,0.18702438,0,-0.2211388853061224,True
21,21,2023-10-25,Memphis Grizzlies vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-115,0.5348837209302325,New Orleans Pelicans,2023-10-25,0.75523245,1,0.22034872906976755,True
1214,1258,2024-01-21,Los Angeles Clippers vs Brooklyn Nets,draftkings,Brooklyn Nets,425,0.1904761904761904,Brooklyn Nets,2024-01-21,0.41078198,0,0.22030578952380958,False
1081,1120,2024-01-11,Dallas Mavericks vs New York Knicks,draftkings,Dallas Mavericks,150,0.4,Dallas Mavericks,2024-01-11,0.6199355,1,0.21993549999999995,True
1841,1907,2024-03-09,Portland Trail Blazers vs Toronto Raptors,draftkings,Toronto Raptors,-135,0.574468085106383,Toronto Raptors,2024-03-09,0.3545971,0,-0.21987098510638303,True
1202,1246,2024-01-20,Washington Wizards vs San Antonio Spurs,draftkings,San Antonio Spurs,114,0.4672897196261682,San Antonio Spurs,2024-01-20,0.24757959,1,-0.21971012962616823,False
1858,1925,2024-03-10,Los Angeles Lakers vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,102,0.495049504950495,Minnesota Timberwolves,2024-03-10,0.714401,0,0.21935149504950496,False
2013,2085,2024-03-22,Toronto Raptors vs Oklahoma City Thunder,draftkings,Toronto Raptors,800,0.1111111111111111,Toronto Raptors,2024-03-22,0.33042294,0,0.2193118288888889,False
1302,1349,2024-01-27,Brooklyn Nets vs Houston Rockets,draftkings,Houston Rockets,160,0.3846153846153846,Houston Rockets,2024-01-27,0.60391086,0,0.21929547538461547,False
2169,2247,2024-04-02,Philadelphia 76ers vs Oklahoma City Thunder,draftkings,Philadelphia 76ers,170,0.3703703703703703,Philadelphia 76ers,2024-04-02,0.58959866,1,0.21922828962962976,True
534,552,2023-12-01,Toronto Raptors vs New York Knicks,draftkings,New York Knicks,110,0.4761904761904761,New York Knicks,2023-12-01,0.6950383,1,0.2188478238095239,True
1555,1611,2024-02-13,Los Angeles Lakers vs Detroit Pistons,draftkings,Los Angeles Lakers,-575,0.8518518518518519,Los Angeles Lakers,2024-02-13,0.633271,1,-0.21858085185185183,False
2155,2233,2024-04-01,Detroit Pistons vs Memphis Grizzlies,draftkings,Memphis Grizzlies,120,0.4545454545454545,Memphis Grizzlies,2024-04-01,0.23598519,1,-0.21856026454545446,False
1899,1967,2024-03-13,Portland Trail Blazers vs Atlanta Hawks,draftkings,Portland Trail Blazers,136,0.423728813559322,Portland Trail Blazers,2024-03-13,0.2052625,1,-0.21846631355932203,False
1271,1317,2024-01-25,Miami Heat vs Boston Celtics,draftkings,Miami Heat,210,0.3225806451612903,Miami Heat,2024-01-25,0.540763,0,0.21818235483870968,False
1255,1301,2024-01-24,Miami Heat vs Memphis Grizzlies,draftkings,Miami Heat,-440,0.8148148148148148,Miami Heat,2024-01-24,0.5967463,0,-0.21806851481481482,True
1124,1165,2024-01-14,Minnesota Timberwolves vs Los Angeles Clippers,draftkings,Minnesota Timberwolves,110,0.4761904761904761,Minnesota Timberwolves,2024-01-14,0.6938741,1,0.21768362380952394,True
767,795,2023-12-20,Philadelphia 76ers vs Minnesota Timberwolves,draftkings,Philadelphia 76ers,-155,0.6078431372549019,Philadelphia 76ers,2023-12-20,0.8254577,1,0.21761456274509805,True
455,469,2023-11-25,Utah Jazz vs New Orleans Pelicans,draftkings,Utah Jazz,100,0.5,Utah Jazz,2023-11-25,0.28239676,1,-0.21760323999999998,False
636,659,2023-12-11,Memphis Grizzlies vs Dallas Mavericks,draftkings,Memphis Grizzlies,114,0.4672897196261682,Memphis Grizzlies,2023-12-11,0.24977611,0,-0.21751360962616823,True
720,747,2023-12-16,Los Angeles Clippers vs New York Knicks,draftkings,New York Knicks,170,0.3703703703703703,New York Knicks,2023-12-16,0.5878792,0,0.21750882962962975,False
10,10,2023-10-25,Indiana Pacers vs Washington Wizards,draftkings,Indiana Pacers,-270,0.7297297297297297,Indiana Pacers,2023-10-25,0.9471606,1,0.2174308702702703,True
1875,1942,2024-03-12,Memphis Grizzlies vs Washington Wizards,draftkings,Memphis Grizzlies,114,0.4672897196261682,Memphis Grizzlies,2024-03-12,0.24998592,1,-0.21730379962616822,False
1698,1759,2024-02-29,Charlotte Hornets vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-750,0.8823529411764706,Milwaukee Bucks,2024-02-29,0.6650909,1,-0.21726204117647052,False
580,599,2023-12-06,Toronto Raptors vs Miami Heat,draftkings,Toronto Raptors,-162,0.6183206106870229,Toronto Raptors,2023-12-06,0.40122,0,-0.2171006106870229,True
1582,1639,2024-02-15,Memphis Grizzlies vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-650,0.8666666666666667,Milwaukee Bucks,2024-02-15,0.64969796,0,-0.21696870666666668,True
1337,1386,2024-01-29,Oklahoma City Thunder vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,110,0.4761904761904761,Minnesota Timberwolves,2024-01-29,0.69279623,1,0.2166057538095239,True
907,940,2023-12-30,Detroit Pistons vs Toronto Raptors,draftkings,Detroit Pistons,154,0.3937007874015748,Detroit Pistons,2023-12-30,0.17724843,1,-0.2164523574015748,False
1917,1986,2024-03-15,Toronto Raptors vs Orlando Magic,draftkings,Orlando Magic,-340,0.7727272727272727,Orlando Magic,2024-03-15,0.5563044,1,-0.21642287272727267,False
2106,2182,2024-03-29,Indiana Pacers vs Los Angeles Lakers,draftkings,Indiana Pacers,-155,0.6078431372549019,Indiana Pacers,2024-03-29,0.39148667,1,-0.21635646725490193,False
1000,1036,2024-01-05,Denver Nuggets vs Orlando Magic,draftkings,Denver Nuggets,-550,0.8461538461538461,Denver Nuggets,2024-01-05,0.63018626,0,-0.21596758615384615,True
1577,1633,2024-02-14,Phoenix Suns vs Detroit Pistons,draftkings,Phoenix Suns,-900,0.9,Phoenix Suns,2024-02-14,0.6842344,1,-0.2157656,False
1136,1177,2024-01-15,New York Knicks vs Orlando Magic,draftkings,Orlando Magic,230,0.303030303030303,Orlando Magic,2024-01-15,0.5186111,1,0.215580796969697,True
2072,2147,2024-03-26,New Orleans Pelicans vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-125,0.5555555555555556,Oklahoma City Thunder,2024-03-26,0.77094495,1,0.21538939444444438,True
1416,1467,2024-02-04,Detroit Pistons vs Orlando Magic,draftkings,Orlando Magic,-258,0.7206703910614525,Orlando Magic,2024-02-04,0.5055578,1,-0.21511259106145253,False
449,463,2023-11-25,Brooklyn Nets vs Miami Heat,draftkings,Miami Heat,150,0.4,Miami Heat,2023-11-25,0.61500394,0,0.21500394,False
886,918,2023-12-29,Washington Wizards vs Brooklyn Nets,draftkings,Brooklyn Nets,-238,0.7041420118343196,Brooklyn Nets,2023-12-29,0.48939854,0,-0.21474347183431958,True
793,823,2023-12-21,Portland Trail Blazers vs Washington Wizards,draftkings,Washington Wizards,136,0.423728813559322,Washington Wizards,2023-12-21,0.20948777,1,-0.21424104355932203,False
1564,1620,2024-02-14,Cleveland Cavaliers vs Chicago Bulls,draftkings,Chicago Bulls,320,0.238095238095238,Chicago Bulls,2024-02-14,0.4521713,0,0.214076061904762,False
131,136,2023-11-02,New Orleans Pelicans vs Detroit Pistons,draftkings,Detroit Pistons,240,0.2941176470588235,Detroit Pistons,2023-11-02,0.50807476,0,0.21395711294117647,False
113,117,2023-11-01,New York Knicks vs Cleveland Cavaliers,draftkings,New York Knicks,-278,0.7354497354497355,New York Knicks,2023-11-01,0.5216342,0,-0.21381553544973542,True
2355,2440,2024-04-14,Orlando Magic vs Milwaukee Bucks,draftkings,Milwaukee Bucks,145,0.4081632653061224,Milwaukee Bucks,2024-04-14,0.6218469,0,0.21368363469387758,False
189,195,2023-11-06,Miami Heat vs Los Angeles Lakers,draftkings,Miami Heat,-118,0.5412844036697247,Miami Heat,2023-11-06,0.32798067,1,-0.21330373366972477,False
1641,1700,2024-02-25,Washington Wizards vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-650,0.8666666666666667,Cleveland Cavaliers,2024-02-25,0.6536035,1,-0.2130631666666667,False
2110,2187,2024-03-29,Brooklyn Nets vs Chicago Bulls,draftkings,Chicago Bulls,-180,0.6428571428571429,Chicago Bulls,2024-03-29,0.4298863,0,-0.2129708428571429,True
1166,1208,2024-01-17,New York Knicks vs Houston Rockets,draftkings,Houston Rockets,164,0.3787878787878788,Houston Rockets,2024-01-17,0.5915891,0,0.2128012212121212,False
1570,1626,2024-02-14,New Orleans Pelicans vs Washington Wizards,draftkings,New Orleans Pelicans,-900,0.9,New Orleans Pelicans,2024-02-14,0.68737626,1,-0.21262374000000006,False
1127,1168,2024-01-14,Portland Trail Blazers vs Phoenix Suns,draftkings,Phoenix Suns,-575,0.8518518518518519,Phoenix Suns,2024-01-14,0.63963616,1,-0.21221569185185185,False
986,1021,2024-01-05,Boston Celtics vs Utah Jazz,draftkings,Utah Jazz,700,0.125,Utah Jazz,2024-01-05,0.33720306,0,0.21220306,False
1365,1415,2024-01-31,Minnesota Timberwolves vs Dallas Mavericks,draftkings,Minnesota Timberwolves,-1200,0.9230769230769232,Minnesota Timberwolves,2024-01-31,0.71090925,1,-0.2121676730769232,False
1481,1535,2024-02-08,Milwaukee Bucks vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,100,0.5,Minnesota Timberwolves,2024-02-08,0.71161455,1,0.21161454999999996,True
1849,1916,2024-03-10,Miami Heat vs Washington Wizards,draftkings,Miami Heat,-535,0.84251968503937,Miami Heat,2024-03-10,0.6311194,0,-0.21140028503937003,True
1788,1852,2024-03-06,Houston Rockets vs Los Angeles Clippers,draftkings,Houston Rockets,205,0.3278688524590163,Houston Rockets,2024-03-06,0.5389559,0,0.21108704754098373,False
867,899,2023-12-27,Oklahoma City Thunder vs New York Knicks,draftkings,Oklahoma City Thunder,-142,0.5867768595041323,Oklahoma City Thunder,2023-12-27,0.7976292,1,0.21085234049586776,True
1510,1565,2024-02-10,Washington Wizards vs Philadelphia 76ers,draftkings,Washington Wizards,145,0.4081632653061224,Washington Wizards,2024-02-10,0.19758065,0,-0.2105826153061224,True
1338,1387,2024-01-29,Oklahoma City Thunder vs Minnesota Timberwolves,draftkings,Oklahoma City Thunder,-130,0.5652173913043478,Oklahoma City Thunder,2024-01-29,0.7753243,0,0.21010690869565218,False
1002,1038,2024-01-05,Phoenix Suns vs Miami Heat,draftkings,Miami Heat,136,0.423728813559322,Miami Heat,2024-01-05,0.6336588,0,0.20992998644067795,False
176,181,2023-11-05,Portland Trail Blazers vs Memphis Grizzlies,draftkings,Portland Trail Blazers,120,0.4545454545454545,Portland Trail Blazers,2023-11-05,0.24476005,0,-0.20978540454545447,True
466,481,2023-11-26,New York Knicks vs Phoenix Suns,draftkings,Phoenix Suns,124,0.4464285714285714,Phoenix Suns,2023-11-26,0.65600383,1,0.20957525857142856,True
125,129,2023-11-01,Utah Jazz vs Memphis Grizzlies,draftkings,Utah Jazz,-142,0.5867768595041323,Utah Jazz,2023-11-01,0.37722713,1,-0.20954972950413225,False
1398,1449,2024-02-02,Minnesota Timberwolves vs Orlando Magic,draftkings,Orlando Magic,245,0.2898550724637681,Orlando Magic,2024-02-02,0.4990756,1,0.20922052753623188,True
2107,2183,2024-03-29,Indiana Pacers vs Los Angeles Lakers,draftkings,Los Angeles Lakers,130,0.4347826086956521,Los Angeles Lakers,2024-03-29,0.64348006,0,0.20869745130434791,False
984,1019,2024-01-05,Indiana Pacers vs Atlanta Hawks,draftkings,Indiana Pacers,-175,0.6363636363636364,Indiana Pacers,2024-01-05,0.42770952,1,-0.20865411636363634,False
1601,1659,2024-02-22,Oklahoma City Thunder vs Los Angeles Clippers,draftkings,Oklahoma City Thunder,-130,0.5652173913043478,Oklahoma City Thunder,2024-02-22,0.7737701,1,0.20855270869565223,True
1810,1875,2024-03-07,Golden State Warriors vs Chicago Bulls,draftkings,Golden State Warriors,-305,0.7530864197530864,Golden State Warriors,2024-03-07,0.5450464,0,-0.2080400197530864,True
1778,1842,2024-03-05,Houston Rockets vs San Antonio Spurs,draftkings,Houston Rockets,-305,0.7530864197530864,Houston Rockets,2024-03-05,0.54544973,1,-0.20763668975308647,False
1911,1980,2024-03-14,Portland Trail Blazers vs New York Knicks,draftkings,New York Knicks,-520,0.8387096774193549,New York Knicks,2024-03-14,0.63173497,1,-0.20697470741935486,False
1704,1765,2024-02-29,New York Knicks vs Golden State Warriors,draftkings,New York Knicks,145,0.4081632653061224,New York Knicks,2024-02-29,0.615012,0,0.2068487346938776,False
834,865,2023-12-25,Denver Nuggets vs Golden State Warriors,draftkings,Golden State Warriors,220,0.3125,Golden State Warriors,2023-12-25,0.51930696,0,0.20680695999999998,False
1350,1399,2024-01-30,Atlanta Hawks vs Los Angeles Lakers,draftkings,Los Angeles Lakers,160,0.3846153846153846,Los Angeles Lakers,2024-01-30,0.5911839,0,0.2065685153846154,False
1459,1512,2024-02-07,Washington Wizards vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-600,0.8571428571428571,Cleveland Cavaliers,2024-02-07,0.6509129,1,-0.20622995714285708,False
1558,1614,2024-02-14,Philadelphia 76ers vs Miami Heat,draftkings,Miami Heat,136,0.423728813559322,Miami Heat,2024-02-14,0.6290203,1,0.20529148644067796,True
585,604,2023-12-06,Houston Rockets vs Oklahoma City Thunder,draftkings,Houston Rockets,114,0.4672897196261682,Houston Rockets,2023-12-06,0.67236125,1,0.2050715303738318,True
